# Mabon v0.1.0
# (c) Kamil Dubik 2013
#
# This file is part of Mabon.
#
# Mabon is free software: you can redistribute it and/or modify
# it under the terms of the GNU General Public License as published by
# the Free Software Foundation, either version 3 of the License, or
# (at your option) any later version.
#
# Mabon is distributed in the hope that it will be useful,
# but WITHOUT ANY WARRANTY; without even the implied warranty of
# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
# GNU General Public License for more details.
#
# You should have received a copy of the GNU General Public License
# along with Mabon.  If not, see <http://www.gnu.org/licenses/>.

# date - datum ku ktoremu sa meno viaze
# name oznacuje "pridaj meno": meno kod_jazyka -- utf-8 meno -- meno bez diakritiky
# max. pocet mien k datumu je predbezne 12
# Ak je zadane iba jedno meno, tak potom na diakritike nezalezi a meno sa skopiruje do bezdiakrit.

# Január SVK
13 10 svk Koloman
14 10 svk Boris
15 10 svk Terézia Terezia
16 10 svk Vladimíra Vladimira
17 10 svk Hedviga
18 10 svk Lukáš Lukas
19 10 svk Kristián Kristian
20 10 svk Vendelín Vendelin
21 10 svk Uršuľa Ursula
22 10 svk Sergej
23 10 svk Alojzia
24 10 svk Kvetoslava
25 10 svk Aurel
26 10 svk Demeter
27 10 svk Sabina
28 10 svk Dobromila
29 10 svk Klára
30 10 svk Šimon Simon
30 10 svk Simona
31 10 svk Aurélia Aurelia

# November SVK
01 11 svk Denis
01 11 svk Denisa
02 11 svk - sviatok -
03 11 svk Hubert
04 11 svk Karol
05 11 svk Imrich
06 11 svk Renáta Renata
07 11 svk René Rene
08 11 svk Bohumír Bohumir
09 11 svk Teodor
10 11 svk Tibor
11 11 svk Martin
11 11 svk Maroš Maros
12 11 svk Svätopluk Svatopluk
13 11 svk Stanislav
14 11 svk Irma
15 11 svk Leopold
16 11 svk Agnesa
17 11 svk Klaudia
18 11 svk Eugen
19 11 svk Alžbeta Alzbeta
20 11 svk Félix Felix
21 11 svk Elvíra Elvira
22 11 svk Cecília Cecilia
23 11 svk Klement
24 11 svk Emília Emilia
25 11 svk Katarína Katarina
26 11 svk Kornel
27 11 svk Milan
28 11 svk Henrieta
29 11 svk Vratko
30 11 svk Ondrej
30 11 svk Andrej

# December SVK
01 12 svk Edmund
02 12 svk Bibiána Bibiana
03 12 svk Oldrich
04 12 svk Barbora
04 12 svk Barbara
05 12 svk Oto
06 12 svk Mikuláš Mikulas
07 12 svk Ambróz Ambroz
08 12 svk Marína Marina
09 12 svk Izabela
10 12 svk Radúz Raduz
11 12 svk Hilda
12 12 svk Otília Otilia
13 12 svk Lucia
14 12 svk Branislava
14 12 svk Bronislava
15 12 svk Ivica
16 12 svk Albína Albina
17 12 svk Kornélia Kornelia
18 12 svk Slávia Slavia
19 12 svk Judita
20 12 svk Dagmara
21 12 svk Bohdan
22 12 svk Adela
23 12 svk Nadežda Nadezda
24 12 svk Adam
24 12 svk Eva
25 12 svk -sviatok-
26 12 svk Štefan Stefan
27 12 svk Filoména Filomena
28 12 svk Ivana
28 12 svk Ivona
29 12 svk Milada
30 12 svk Dávid David
31 12 svk Silvester

# Konec suboru
